IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,Mundka-DPCC,Pusa-DPCC,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
47.48,70.07,32.15,62.67,30.65,17.7,44.2,33.03,45.58,47.459411764705884,51.95,36.1,48.54470588235295,68.57,94.12,8.4,31.0,33.35,46.7,58.6,61.2,54.58,39.66,52.3,36.03
43.12,65.7,34.35,82.08,31.93294117647059,19.4,42.17,33.45,44.22,53.4,54.53,36.47,48.3738888888889,71.02,92.0,8.1,29.15,32.17,44.7,57.35,62.12,63.58,38.32388888888889,53.12,37.08
26.7,68.48,32.58,90.28,31.064705882352943,27.9,36.25,31.92,43.25,51.7,49.58,36.38,47.974999999999994,73.05,91.25,7.88,27.22,31.83,45.35,56.52,60.95,52.33,40.15,55.77,36.4
23.01,60.73,31.2,69.38,29.4,26.2,34.12,34.1,47.7,47.88,46.73,36.17,46.78444444444445,76.7,89.6,7.78,28.48,31.9,48.28,55.77,61.36499999999998,63.08,39.94,57.53,33.9
23.81,62.7,32.05,84.88,29.68,26.62,33.65,35.5,51.62,48.3,46.35,36.27,45.35444444444445,76.95,89.1,7.55,26.48,32.88,46.78,59.15,62.8,65.92,39.64,57.02,39.4
24.23,52.9,32.67,104.7,31.57,26.23,35.55,34.6,57.17,48.88,40.88,36.07,44.54333333333333,79.85,90.35,7.32,31.22,34.55,43.23,57.9,63.25,67.47,39.95,59.77,34.15
21.09,60.38,30.6,87.55,31.8,24.25,35.85,36.9,48.2,50.45,39.93,35.38,45.34166666666666,78.58,90.4,7.58,35.15,34.62,45.2,56.38,62.85,63.95,40.35,61.6,30.02
18.12,65.3,29.6,85.18,27.88,22.6,36.9,37.05,46.8,51.52,43.28,35.12,44.34944444444445,76.22,93.53,7.8,33.47,36.17,41.88,47.1,53.8,64.22,40.2,62.33,26.15
43.96,67.53,28.93,135.05,29.02,20.73,39.25,35.32,44.4,50.17,50.42,35.3,43.48499999999999,71.53,96.2,7.72,32.9,36.85,37.9,49.7,54.55,62.07,39.82,53.23,26.4
52.36,68.6,30.35,131.62,27.9,19.62,36.0,35.2,45.35,51.75,58.62,35.42,43.27777777777777,64.12,97.43,7.55,30.45,34.15,39.45,51.85,55.65,62.75,40.29,57.28,28.0
54.34,72.42,31.4,113.42,27.62,16.27,37.4,33.42,65.03,52.02,68.78,34.55,44.60388888888889,58.45,95.7,7.25,28.92,35.08,38.2,51.7,52.48,58.33,40.06,51.42,26.62
55.48,76.83,30.93,138.25,27.67,17.07,41.5,43.45,88.9,52.8,59.03,35.22,52.94444444444444,59.92,96.1,8.28,31.5,36.27,56.28,56.4,54.35,58.35,39.88,51.58,31.45
59.83,70.1,43.4,122.4,29.4,29.2,39.5,44.3,41.36058823529412,51.0,53.1,33.0,48.44444444444445,78.6,92.45,7.7,,34.4,60.8,56.0,66.1,53.65,39.84,70.45,36.6
61.1,60.65,36.1,86.75,25.3,20.65,32.42,38.98,42.09294117647059,55.02,37.77,34.58,38.955555555555556,64.7,91.28,7.3,30.2,33.5,45.62,47.35,65.15,56.62,40.06,56.27,30.4
58.61,56.78,29.6,79.53,22.38,18.27,32.0,38.22,39.005294117647054,49.45,25.27,35.33,36.41833333333333,55.95,92.83,6.7,28.83,34.5,45.5,46.97,55.48,52.78,40.02,51.83,28.4
55.14,62.78,28.0,79.38,21.62,16.77,37.1,35.23,37.16411764705883,45.65,26.9,35.85,38.75611111111112,49.1,97.67,6.3,27.62,33.33,51.7,47.47,49.95,46.4,40.25,55.3,27.0
53.13,65.62,28.25,75.7,22.12,15.98,42.45,34.15,58.67,47.58,29.48,36.35,40.65888888888889,49.38,97.62,6.3,25.83,30.88,46.85,54.42,49.35,52.0,40.05,58.92,24.7
51.78,63.65,29.5,60.1,23.2,15.9,40.9,36.38,39.3725,45.9,41.65,36.28,41.86944444444444,50.92,96.03,6.22,24.75,29.8,43.88,51.2,46.2,47.65,39.64,62.7,29.73
53.93,68.75,29.4,72.78,23.5,16.15,39.93,34.95,54.1,48.78,50.5,36.88,43.217222222222226,49.97,95.3,6.2,24.08,30.88,41.0,45.27,42.98,57.1,39.88,62.65,26.98
75.28,65.05,27.75,78.28,22.5,16.25,39.17,37.85,49.17,48.02,46.15,36.88,45.17611111111111,48.73,92.25,6.22,24.25,31.15,40.08,41.7,41.42,56.74499999999999,39.8,56.88,25.27
67.83,61.73,27.27,61.45,26.15,16.43,39.23,38.78,47.1,49.92,43.1,37.08,47.10666666666667,49.02,90.0,6.38,24.68,31.32,37.6,63.77,41.23,54.879230769230766,39.84,52.58,25.95
70.42,57.4,26.88,67.12,27.9,17.7,36.57,37.08,58.2,49.83,31.15,36.9,48.99666666666667,50.5,90.15,6.7,25.4,30.92,35.58,71.25,40.08,55.121428571428574,40.08,49.32,26.93
65.16,53.65,28.65,84.4,32.92,20.9,30.88,35.08,42.32277777777777,45.23,24.3,36.68,49.79277777777778,55.5,92.17,7.0,29.4,32.67,37.08,65.22,42.58,53.97888888888889,40.05,47.15,42.3
44.87,58.35,29.18,74.1,31.764705882352942,16.218235294117648,30.6,34.55,41.42055555555556,47.72,26.73,37.15,50.44529411764705,61.52,96.53,7.35,30.83,33.7,41.42,69.67,48.03,57.374375,39.42,46.27,50.05
49.67,59.55,29.15,61.38,31.016470588235293,26.05,31.85,33.17,41.91777777777778,45.0,39.03,36.5,50.25705882352942,65.75,96.93,7.42,29.55,34.77,42.08,63.92,58.62,62.81,40.0,43.52,47.75
46.79,60.15,28.95,84.0,30.205000000000002,25.68,33.15,34.65,42.63722222222222,44.92,43.58,36.33,44.5,67.25,93.68,7.5,25.82,35.5,42.1,65.8,69.42,63.847058823529416,39.86,45.05,48.0
40.2,62.18,28.18,92.43,29.741875,24.2,33.67,34.62,64.75,48.6,49.6,36.75,40.98,77.57,92.73,7.35,24.77,35.08,43.62,70.08,68.47,63.964705882352945,39.94,50.0,48.12
35.02,62.2,28.7,63.0,29.5,25.02,35.45,36.88,59.55,44.38,46.55,36.45,39.22,91.65,90.3,7.3,27.15,34.92,47.62,59.08,66.02,49.1,40.13,50.3,49.15
34.09,61.98,28.68,79.35,30.47888888888889,23.95,37.38,37.2,55.15,44.67,45.12,36.03,35.52,103.25,89.05,7.12,26.0,34.43,45.75,40.92,59.25,61.28933333333334,40.54,51.33,47.0
36.98,54.22,29.42,101.08,26.1,24.07,37.35,36.62,54.85,47.28,36.48,36.22,40.0,103.55,88.95,6.93,28.77,36.23,43.9,45.02,49.73,60.52266666666666,40.75,49.33,43.45
33.85,51.05,28.68,91.2,27.38,23.4,37.88,35.82,42.97,48.45,30.92,35.77,40.25,97.97,90.78,6.78,31.3,35.85,44.45,50.22,47.1,55.75,40.5,55.73,39.85
34.55,54.42,27.4,90.03,26.1,21.03,36.9,37.08,34.7,46.15,31.38,36.08,36.22,90.15,94.55,6.5,30.52,34.52,43.9,58.15,46.77,56.25,40.38,49.25,35.95
50.91,58.8,26.95,109.05,25.75,19.25,33.65,36.02,34.02,46.65,32.23,35.4,38.52,80.75,95.97,6.38,29.1,33.97,41.42,68.05,48.3,54.72,39.88,45.58,34.35
74.19,57.38,27.52,113.47,25.22,19.0,33.58,36.42,32.05,46.12,43.8,36.08,36.95,72.5,93.33,6.12,26.27,33.8,45.1,65.4,46.35,55.12,39.82,42.65,31.88
76.41,61.67,28.15,72.73,23.88,18.32,35.08,35.52,29.38,44.73,62.47,35.9,37.25,57.42,91.88,5.8,26.35,34.2,44.03,58.52,46.95,50.75,40.13,44.1,30.33
73.83,59.5,28.38,75.83,27.27,17.3,36.35,41.08,26.5,44.8,66.5,36.15,44.08,49.45,91.12,6.03,28.08,32.98,51.92,47.35,44.18,46.8,39.35,49.4,34.48
70.78,58.9,33.5,76.53,25.3,19.8,29.0,41.1,25.4,43.0,55.8,33.7,38.4,44.9,85.25,5.8,,22.1,49.4,43.8,46.3,50.35,40.18,48.5,36.8
68.39,52.77,30.55,59.5,20.05,17.38,26.5,36.72,26.95,43.88,36.15,35.1,32.85,43.33,86.25,5.45,25.1,26.8,39.97,37.4,43.48,47.7,39.77,46.45,31.15
65.49,50.32,27.27,59.3,19.38,15.7,25.68,35.53,26.0,44.9,24.92,35.52,32.67,42.27,87.7,5.45,25.93,30.43,34.65,37.12,41.77,42.55,40.68,44.65,27.27
62.35,52.88,26.25,77.72,17.7,15.7,27.08,34.2,24.82,41.75,26.73,36.38,34.12,41.23,90.35,5.65,25.95,30.05,35.95,50.1,39.25,49.77,40.0,43.15,26.35
59.95,56.02,25.8,71.15,19.32,15.78,27.82,33.43,23.73,44.83,30.88,36.42,34.58,40.72,92.12,5.62,25.02,30.05,35.45,64.78,39.7,31.07,40.3,42.25,26.1
57.21,54.73,26.57,58.12,19.27,16.12,27.38,34.7,39.41882352941177,44.85,40.4,37.05,35.55,40.53,91.22,5.65,22.85,31.02,33.45,63.25,38.08,55.48,40.27,40.58,29.68
54.72,62.07,26.8,76.05,18.88,16.4,25.83,32.4,24.25,42.95,51.3,37.12,37.1,40.0,90.4,5.7,23.7,33.67,33.98,59.55,36.6,44.7,40.33,41.2,27.82
63.48,61.82,25.6,77.6,18.58,16.38,27.67,36.17,24.43,50.85,47.22,37.27,38.97,39.33,88.15,5.7,24.32,34.45,37.28,46.07,35.92,48.45,40.06,41.75,27.93
52.09,60.2,25.48,59.0,20.4,17.0,29.12,36.33,26.4,45.9,44.6,37.0,41.0,40.1,86.75,5.95,24.0,36.07,36.27,48.99166666666666,36.65,45.28,40.3,42.05,28.1
47.3,49.52,26.75,69.7,23.45,18.77,29.48,35.8,29.93,48.48,37.05,37.17,41.65,42.17,86.15,6.45,23.73,39.6,37.44388888888889,67.5,38.45,48.7,39.6,41.38,29.93
48.76,50.1,31.52,63.83,22.12,19.93,29.5,33.23,33.78,42.95,28.65,36.4,42.65,45.65,87.03,7.0,29.05,42.78,39.08117647058823,51.73,41.4,52.45,40.14,43.1,33.7
45.19,67.7,32.28,58.58,20.42,20.92,29.35,33.17,38.33,45.65,49.12,36.35,44.0,53.5,90.22,7.4,30.45,38.82888888888888,50.4,53.45,49.73,46.85,39.83,42.45,37.6
41.02,58.08,35.43,65.3,20.25,22.05,31.75,32.35,41.78,49.2,66.92,36.7,44.5,69.0,91.5,7.75,30.2,39.99166666666667,42.83,56.42,67.58,48.05,40.14,41.08,39.72
33.11,53.12,34.17,57.15,20.38,22.9,32.95,32.58,44.02,47.73,73.05,36.58,46.15,79.42,91.12,7.97,26.8,40.75944444444444,46.55,50.12,76.03,41.15,39.56,38.75,43.72
31.91,55.97,33.15,64.5,19.77,22.82,33.3,30.7,44.92,46.1,52.55,36.38,45.35,85.88,90.93,7.88,24.75,20.95,60.75,46.22,71.07,57.88,39.98,39.95,43.28
31.3,55.62,29.95,60.7,18.82,23.1,33.88,30.27,42.95,45.65,40.3,36.42,43.42,73.28,88.9,7.75,23.9,24.73,64.85,47.32,68.1,52.83,40.21,41.12,42.65
30.83,57.92,30.77,83.07,20.6,23.1,29.55,31.65,39.77,41.35,38.67,36.95,39.55,55.3,87.5,7.43,29.06294117647059,29.85,57.95,45.55,60.62,54.3,40.17,46.7,41.3
29.77,50.8,30.62,76.97,20.25,22.42,25.9,33.6,40.42,46.38,33.85,36.78,45.67,51.2,87.57,7.32,22.55,37.67,56.55,55.0,47.47,44.73,39.93,47.75,41.68
29.83,48.45,30.05,104.75,23.8,22.25,25.48,34.92,42.23,48.27,31.27,36.17,46.75,49.27,92.55,7.05,29.17,35.23,53.08,69.82,44.75,54.27,40.28,49.95,36.62
25.8,53.42,31.38,119.53,21.65,23.4,26.07,37.0,39.97,47.2,57.53,36.35,45.6,53.38,95.28,6.88,27.0,34.08,48.7,69.3,46.05,56.33,39.73,46.83,36.05
34.66,55.53,33.1,95.4,19.9,22.45,23.52,37.78,38.22,48.15,127.67,35.92,42.33,52.3,97.18,6.92,27.23,31.08,43.48,55.3,43.48,55.65,39.88,39.92,32.15
43.95,56.8,34.38,81.22,19.42,20.67,23.35,36.82,37.55,45.47,115.08,36.0,42.92,45.17,98.4,6.82,25.58,28.9,41.05,55.6,41.3,55.65,40.08,35.85,28.85
47.33,60.92,33.23,95.38,20.23,19.3,26.45,33.72,34.8,46.7,55.2,35.83,41.95,40.1,96.32,6.68,24.88,28.95,45.23,52.85,41.62,56.28,40.21,35.85,28.62
47.26,64.38,28.32,75.88,24.88,19.82,32.75,38.73,33.88,48.15,48.95,35.6,52.0,40.8,98.15,7.3,27.07,29.82,63.83,58.15,44.77,57.88,39.58,37.62,29.65
45.86,61.5,41.1,72.83,24.4,24.0,38.7,44.9,34.8,47.9,49.7,34.45,54.6,38.9,96.6,7.6,26.2,35.8,63.5,61.6,62.1,63.1,40.09,47.05,31.0
43.59,57.95,36.15,99.88,20.05,20.3,32.75,39.58,35.2,51.85,39.0,35.43,44.82,37.7,95.5,7.17,21.48,31.45,47.3,54.08,48.27,59.95,40.1,37.97,28.25
40.51,52.95,30.24235294117647,78.57,19.1,17.73,28.7,35.48,32.7,51.48,26.98,36.45,38.05,34.52,96.6,6.93,22.1,28.82,39.12,60.75,41.4,56.65,40.36,35.55,27.05
38.56,53.25,28.765294117647063,70.82,17.25,16.32,27.7,37.8,31.33,49.0,29.27,36.75,39.35,33.95,102.65,6.7,23.6,26.35,39.1,68.6,37.92,57.72,40.23,33.4,25.88
37.07,54.98,28.599411764705884,114.55,19.9,15.45,27.3,37.7,29.92,46.22,30.35,36.65,41.58,28.8,108.5,6.8,23.03,24.4,37.15,54.98,34.12,54.23,40.21,31.98,24.2
34.53,57.6,29.641764705882355,85.58,19.15,15.22,29.3,37.1,27.2,46.05,77.7,36.92,43.05,27.38,106.7,6.92,22.4,24.0,41.2,69.53,30.47,50.67,40.34,30.12,26.48
34.79,65.45,29.29166666666667,74.28,18.45,15.0,31.08,33.3,27.22,44.0,64.7,36.52,47.12,26.95,105.88,6.97,26.1,21.65,40.33,67.68,26.75,50.45,40.28,31.25,26.32
40.08,66.0,28.55,115.38,18.98,15.58,32.75,36.05,32.9,44.28,50.83,35.85,54.8,25.6,101.47,7.2,29.33,20.3,39.75,63.1,25.5,46.27,39.9,32.5,26.52
37.7,64.1,32.25,100.9,20.35,16.38,40.15,35.47,45.35,42.25,42.65,35.2,59.67,26.52,98.0,7.78,31.12,23.8,39.28,62.4,25.68,47.75,40.27,32.12,27.2
39.94,66.47,30.4,75.75,24.05,17.9,47.23,35.75,53.78,41.62,57.53,35.25,64.95,43.47,99.35,8.4,27.73,27.95,43.6,88.25,25.92,52.11066666666666,39.46,32.05,26.1
34.73,62.23,30.1,99.15,25.2,18.75,49.85,35.25,58.17,39.92,53.65,36.25,64.55,48.62,117.58,9.1,29.65,39.05,43.48,110.85,27.65,44.1,39.57,32.02,26.8
36.86,74.62,31.1,98.97,25.3,20.3,49.03,37.1,57.88,38.38,45.83,35.3,68.35,47.98,112.38,9.52,29.88,47.27,42.88,114.9,35.12,42.55,40.41,36.03,27.67
38.63,82.53,31.95,80.52,26.75,21.8,38.73,37.65,58.58,39.48,38.83,35.73,70.45,40.9,107.25,9.88,28.65,59.93,50.12,82.9,44.38,46.23,40.16,44.8,31.77
38.94,87.68,32.8,95.8,27.88,23.5,35.7,44.8,58.9,39.15,35.48,36.02,69.4,38.03,115.55,10.23,30.38,82.9,48.62,53.17,48.9,48.3,39.98,45.38,36.97
38.27,93.08,32.9,109.5,27.98,24.75,34.3,44.08,55.52,40.17,34.0,36.52,69.1,36.38,126.95,10.35,30.52,89.18,43.38,47.2,49.12,48.62,40.31,45.95,37.15
35.1,94.62,33.67,86.47,26.57,24.08,32.33,44.65,52.57,38.42,34.88,36.18,68.15,37.35,114.47,10.12,30.42,100.45,41.3,44.88,96.3,46.83,39.84,44.83,38.75
54.32,93.8,35.3,96.32,29.77,22.77,32.17,42.75,49.8,41.07,36.43,35.93,63.92,36.15,109.25,9.75,29.02,89.53,42.97,64.12,144.35,46.05,39.69,45.68,37.62
54.35692307692307,90.18,36.0,110.3,31.55,21.9,32.05,43.3,47.67,41.03,37.55,36.27,61.05,36.73,101.6,9.57,26.35,73.6,43.0,99.4,133.57,51.9,40.39,46.15,34.1
27.85,79.62,35.15,86.53,31.57,20.48,36.23,43.85,46.3,41.38,38.95,36.55,61.27,37.85,97.5,9.07,28.75,64.8,41.85,113.85,109.17,52.15,40.29,49.27,32.52
26.51,90.35,35.35,86.25,26.12,19.52,38.33,47.1,40.17,41.42,39.85,36.23,59.38,36.92,104.43,8.6,29.48,61.52,40.72,103.28,106.42,52.1,39.92,52.97,31.05
28.25,92.35,35.08,96.35,28.22,18.25,42.35,46.17,35.55,41.55,42.88,36.05,59.38,36.58,106.5,8.17,31.65,58.38,40.85,62.85,88.35,53.4,39.82,50.33,29.52
67.66846153846154,96.05,33.6,62.12,26.75,16.3,49.15,45.25,32.75,39.4,45.03,37.17,59.2,32.62,103.25,7.8,36.12,57.5,44.38,56.82,95.4,66.266,40.15,44.97,25.62
69.09499999999998,70.43777777777777,36.77,62.0,23.1,9.65,50.15,45.3,32.4,39.6,52.0,36.83,53.0,35.58,99.58,7.7,37.25,57.75,44.1,52.48,89.7,65.78333333333333,39.72,43.2,23.65
76.54384615384616,82.85,34.55,86.32,26.55,10.18,52.25,51.72,37.38,41.48,66.8,36.27,69.72,40.85,92.22,8.32,39.48,55.77,50.31277777777778,62.8,76.62,65.90933333333334,40.31,47.05,26.8
75.61076923076924,100.4,48.0,77.2,22.2,13.1,42.4,54.3,48.55,75.5,67.4,33.4,53.3,39.97,87.2,7.4,24.45,54.3,47.4,63.4,77.1,66.73466666666666,39.81,59.7,30.1
70.14384615384617,91.0,38.02,63.52,20.1,11.18,36.55,48.35,46.2,81.35,52.28,34.95,41.3,41.68,86.25,7.03,24.77,48.35,42.5,55.82,65.97,64.516,40.16,49.88,26.62
67.69764705882353,78.62,32.78,82.6,18.83,10.57,33.72,45.52,42.7,89.65,46.58,35.88,39.72,42.05,86.9,6.92,25.42,47.18,28.2,59.73,56.12,63.36066666666666,39.55,46.85,23.15
25.7,78.18,30.52,74.3,18.95,10.38,36.38,45.33,41.07,78.12,51.12,36.1,42.7,41.3,96.5,6.72,26.6,46.23,30.72,61.92,52.15,62.574000000000005,40.12,47.3,22.2
68.90266666666666,79.38,30.45,58.6,20.88,10.2,37.1,44.1,40.52,66.95,49.3,36.05,44.88,40.4,101.9,6.82,28.68,45.02,38.25,52.1,56.8,61.410000000000004,39.97,49.12,21.75
69.06812500000001,85.32,32.42,84.78,21.3,11.0,36.6,44.62,41.73,61.57,49.12,36.25,45.38,42.1,99.77,6.95,32.22,46.77,37.33,44.85,54.38,59.84285714285715,40.42,52.52,24.65
67.106875,88.12,33.92,86.35,21.55,11.62,37.02,47.88,40.53,57.03,46.83,36.12,47.8,41.9,97.43,7.1,33.48,40.25,35.77,42.3,51.77,60.933571428571426,40.14,56.48,24.88
66.72,82.75,32.1,69.28,20.95,11.97,38.22,46.35,39.65,56.05,45.18,35.72,46.27,43.08,88.1,6.95,34.28,31.43,32.83,41.1,48.33,58.36846153846154,39.48,54.95,25.27
59.3525,81.55,32.17,85.7,23.02,12.57,34.9,47.65,39.4,51.2,46.35,35.27,48.78,42.92,87.62,6.88,34.83,38.33,31.42,48.92,48.05,58.48076923076922,39.73,50.65,24.98
55.949333333333335,77.05,32.15,80.2,35.43529411764706,14.32,36.25,48.6,38.83,52.45,45.95,35.55,48.9,42.85,92.15,6.97,31.93,38.35,33.23,61.67,53.88,56.41285714285714,40.15,47.9,24.88
55.597142857142856,64.33,32.73,80.23,30.4,15.53,35.77,46.38,39.97,51.27,45.83,35.1,47.1,44.47,106.4,7.35,31.42,42.83,36.38,71.17,57.3,44.1,40.15,47.75,39.38
55.44538461538462,69.53,32.42,91.22,28.95,16.23,34.0,47.6,45.1,49.55,44.8,35.35,48.4,41.15,117.75,8.07,32.88,44.65,45.73,76.33,52.23,56.748666666666665,40.17,50.6,49.62
60.31857142857143,76.45,32.3,71.15,24.3,17.9,34.05,47.6,49.52,50.75,43.7,35.67,47.8,41.35,114.38,8.48,34.2,45.38,55.77,63.4,55.62,60.794000000000004,39.63,52.5,46.75
35.02,77.33,31.77,66.2,22.33,18.82,34.22,46.38,51.6,52.02,42.5,36.15,46.83,45.8,103.97,8.8,35.92,44.95,59.12,41.15,71.17,64.43187499999999,23.11,52.73,54.42
58.82,78.38,32.23,55.35,24.6,19.75,38.5,46.8,50.72,52.55,43.83,35.58,48.73,48.05,102.17,8.95,35.02,42.98,58.55,40.98,74.85,63.6,46.15,51.92,53.12
48.16307692307692,75.38,32.12,92.55,27.32,19.9,41.35,50.25,46.35,51.33,43.8,35.75,47.38,48.35,94.95,8.88,34.83,41.98,57.85,39.95,80.55,65.4,38.43444444444444,51.73,51.75
59.37642857142857,73.95,32.17,111.25,29.18,19.17,43.2,54.12,42.55,50.35,45.77,35.85,46.35,46.45,91.45,8.85,35.58,40.12,53.95,50.35,75.03,69.05,12.01,54.85,48.17
46.75,77.23,33.05,68.25,35.73,18.93,41.8,54.08,40.45,50.8,46.0,128.3,45.45,46.12,90.58,8.88,32.55,39.7,50.85,66.72,67.3,73.15,7.98,57.0,45.02
56.67285714285714,67.4,33.27,87.0,35.8,24.55,35.88,50.9,41.08,50.85,46.25,106.97,46.5,50.58,92.1,8.4,31.8,37.92,46.15,71.73,59.12,76.75,15.99,53.1,46.3
49.353333333333325,66.5,33.3,117.15,36.23,22.25,33.08,49.3,38.88,50.12,46.03,86.88,48.07,46.48,97.95,8.28,31.48,37.47,43.4,71.53,46.62,80.53,20.92,51.35,46.3
53.182,64.67,32.15,89.57,36.78,21.45,30.1,47.3,37.05,48.98,44.5,68.78,48.8,44.95,104.32,7.97,28.98,36.35,41.9,54.77,41.38,83.25,24.22,49.58,46.1
78.66250000000001,63.45,31.47,74.5,35.33,20.7,30.48,44.58,36.47,47.4,44.0,61.5,48.95,41.2,104.33,7.7,28.1,36.88,41.05,42.12,39.83,86.43,29.11,45.97,43.27
79.64833333333333,68.15,32.0,103.6,33.5,21.02,32.75,43.55,34.5,45.25,46.92,58.23,51.17,39.47,100.88,7.62,27.62,37.77,45.1,38.67,39.7,88.55,71.02,40.17,40.7
76.33583333333335,76.25,31.95,104.4,39.38,20.98,37.95,51.92,36.08,42.58,58.45,56.93,66.58,40.23,96.83,8.4,32.55,38.67,65.33,48.4,51.1,90.6,78.37,41.55,37.8
72.19999999999999,74.2,49.0,68.55,39.1,24.5,45.8,57.2,39.65,47.7,68.2,53.15,57.3,58.8,91.1,8.1,22.32,43.5,59.2,59.8,80.4,96.2,81.87,62.85,29.8
66.74230769230769,69.4,41.93,89.45,30.25,21.1,38.28,51.9,36.72,49.25,57.45,52.72,45.75,56.67,90.38,7.65,26.25,38.5,45.08,53.97,65.0,94.38,82.69,52.15,26.07
61.48,65.65,35.33,112.33,28.05,19.35,37.45,45.35,36.75,51.08,48.42,52.48,40.5,54.55,91.08,7.45,26.73,39.25,38.85,59.88,51.67,94.15,82.85,49.7,23.27
64.62,73.9,33.08,68.55,30.4,19.1,40.35,44.85,35.33,50.42,51.67,52.17,43.27,50.33,98.38,7.38,25.8,37.3,36.65,62.88,43.52,97.3,80.65,48.88,21.22
65.19,75.57,31.77,72.15,31.17,18.5,38.55,43.9,35.08,47.45,48.95,51.2,45.68,47.15,104.42,7.33,25.62,34.83,37.05,49.33,38.28,99.07,79.03,47.65,20.15
68.44,76.85,32.7,99.83,30.82,18.23,34.08,43.17,38.67,48.95,44.12,50.8,44.62,45.77,104.28,7.68,28.05,37.12,36.28,35.05,37.45,98.88,79.53,44.67,22.55
67.69,81.22,33.38,88.47,31.82,18.07,31.77,42.58,41.22,47.95,43.3,50.58,46.17,44.88,101.67,7.78,30.68,31.8,34.08,33.12,36.2,100.22,59.45,40.12,20.85
79.06,88.95,31.6,65.18,32.52,18.0,29.15,43.2,40.42,45.98,40.25,50.0,49.02,44.67,94.12,7.95,32.25,30.85,35.12,30.62,38.65,94.77,51.05,39.8,20.17
67.265625,82.85,31.32,97.45,30.75,17.73,28.95,45.97,40.1,46.6,39.73,50.12,51.2,45.55,102.18,8.35,30.98,33.35,35.73,38.38,40.03,92.6,46.77,39.05,20.58
51.63,79.9,42.17,121.85,35.52,16.8,32.72,46.6,39.58,45.3,41.43,49.15,51.72,50.33,109.2,8.72,30.2,41.17,39.1,94.2,38.62,88.38,42.34,37.9,21.15
46.85,70.88,34.83,80.97,41.52,16.57,38.67,44.73,38.95,45.3,50.85,49.1,52.6,52.02,101.7,9.18,27.4,44.58,42.38,132.05,38.78,93.67,41.7,37.5,22.15
45.75,64.92,31.2,104.4,42.67,17.15,45.23,44.8,39.05,44.62,56.3,48.73,54.77,47.03,104.8,9.05,29.55,48.88,46.8,133.38,44.38,101.9,46.98,44.12,24.1
44.3,65.62,32.33,140.75,39.98,18.25,49.95,42.73,39.58,42.67,57.47,48.97,55.05,43.48,109.82,8.95,33.17,50.7,55.98,102.33,51.48,108.1,48.45,51.35,25.12
57.410000000000004,73.67,34.48,108.97,39.88,19.27,53.5,41.08,40.62,39.98,57.92,48.7,57.15,41.58,107.53,8.95,35.03,52.88,56.98,64.4,56.35,122.1,51.1,53.98,26.12
52.03,81.4,35.4,101.22,41.2,19.57,44.6,41.62,43.08,41.25,58.8,48.25,59.02,42.18,104.55,8.72,33.0,57.02,62.55,66.5,124.07,138.68,48.63,54.48,25.73
46.93461538461539,85.68,36.23,140.52,39.95,20.22,47.83,42.85,47.0,42.08,61.12,48.23,56.02,57.38,96.22,8.4,34.8,54.65,57.58,64.67,119.8,125.65,43.37,59.17,24.4
53.06,84.18,37.78,142.25,37.85,20.83,49.0,45.22,47.9,47.22,59.4,47.9,54.7,61.95,93.03,8.15,36.77,51.33,51.5,74.1,96.53,61.19875,37.61,67.92,23.93
53.897692307692296,82.17,36.8,94.68,44.25,21.3,46.52,44.33,75.6,75.5,58.02,47.98,51.95,65.3,92.38,7.9,35.42,47.88,46.8,85.6,85.02,58.926249999999996,44.43,71.9,23.4
33.79,75.88,36.92,115.38,42.3,21.48,43.67,41.68,111.42,67.83,58.93,47.83,47.77,61.9,94.95,7.55,30.18,44.95,43.12,87.55,79.97,113.42,57.91,70.75,21.52
43.16571428571428,72.32,35.02,134.6,42.23,21.55,40.52,41.1,82.45,56.85,52.73,47.83,50.55,52.47,104.4,7.45,29.88,43.25,42.75,86.88,64.6,136.42,64.97,69.75,19.43
47.57384615384615,68.88,34.65,78.62,36.97,21.32,41.55,38.33,67.88,51.52,50.58,47.92,44.27,44.73,105.33,7.53,32.83,41.0,42.12,72.25,53.9,130.18,62.66,65.05,17.85
54.605,70.08,34.73,77.22,35.35,21.15,42.42,37.3,58.85,49.6,56.38,47.73,45.2,45.5,100.28,7.38,38.52,41.35,41.75,52.48,55.95,129.28,62.75,65.53,17.0
53.895999999999994,75.17,35.43,103.25,32.17,20.7,44.8,38.35,57.08,47.07,60.05,47.95,44.33,48.92,95.92,6.8,36.95,39.75,43.02,47.62,71.15,132.1,55.54,74.6,15.8
53.089,77.85,34.08,88.8,38.15,22.88,46.62,42.52,57.2,49.23,67.67,48.4,51.33,63.03,93.95,7.58,39.15,41.85,50.25,52.67,71.85,131.6,52.68,82.0,17.6
